text,classification,topics,
"It was just fine , having a good outlook but not good food , Kulfa was just a frozen custard , meat was rotten and stinky , I would not recommend because food matters not the beautification of the hall .",neutral,,
Nice environment and spacious... But 1 star less BCZ of food.. Food was not Good as expected,neutral,,
Well decorated and good place for special events.,good,,
It's a very beautiful hall and the food was awesome,good,,
"A 10/10 in every way. Decorations, location, service, music, lights, music everything. But ofcourse, expensive",neutral,,
Good one,good,,
"Elegent marriage hall, with good parking space.",good,,
Its a new state of the art banquet in garrisson golf and country club. Hall no 13 . Its on a very prominent location with ample parking on front and side as well.,neutral,,
"A lot of parking space.
Beautiful and wide marquee.
Food was very delicious.
Overall, it was an excellent experience.",good,,
"Decided to go for Defence Marquee & Event Complex for the wedding event of my brother worst service, stage was decorated very poorly. No doubt the sitting and food was good but the staff and management were very rude and pathetic behaviour by them, stage lights were turned off 15 minutes before the regulations time without any proper notice from the management they turned off stage lights as well. Had to feel embarrassment in front of guests because of poor management and worst quality staff. Shame on you for ruining the best day of my bothers life.",bad,,
"Excellent experience of fine decoration from front door till the end. Sitting area is beautifully designed and decorated with a lot of things.
Dining is absolutely perfect. Chicken Biryani, qorma and kalongi naan are a great taste. ???? ?? ???? amazing taste. Green tea was just fine.
Car parking is situated in the premises and vastly available.
Overall a good place to visit",good,,
"Located on the ghazi interchange just opposite to the Metro cash and carry. The hall is very spacious with beautiful interior. They can decorate stage and the halls as per requirements of the guests. Tables and seatings are kept clean and beautified with small ornaments.

Hall management is really upto the mark. The food has great taste and you almost never encounter complain regarding quantity or quality in contrast to many other halls in the city.

Parking is not an issue as they can use their lawns for parking if main parking seemingly gets loaded. Definitely a five star.",neutral,,
Good location. Spacious parking. Nice garden for outdoor open air sitting and events. Good quality food. Easy approach from Lahore Ring Road. Due to COVID 19 all events are organized in the big gardens around marquee area. The decor and furniture are great and are according to latest designs. Staff is well trained and cooperated too.,good,,
"Recently attended a wedding here
And it was an awesome experience.
Ample parking space inside
Beautiful lawns.
Brand new crockery. Beautiful seating
Trained staff and very delicious ????? ???????",good,,
"The food was good, interior was good but not that great for videography and photography. They should replace all yellow lights with white lights and shift them upper side",neutral,,
Wonderfull place for events just one thing to improve which is maintain inside temperature at day time its litle bit hot during day time event.,neutral,,
"Good spacious hall, furniture was also of better quality. Enough parking space. Moreover, accessible through ring road which is an added advantage",neutral,,
Excellent staff. Fair prices.,good,,
Worst experience ever. Zero star the food stinks burnt naan zero managment. Dont waste your money go try some other marquee,bad,,
Fantastic place for events amazing place for photo shoot.,good,,
Good service with good taste ?? more over the best thing about this marquee is the vast car parking space,good,,
"Amazing Place??
Service ??
100 times better?? then La Belle Marquee??",good,,
"Nice place for marriage or company functions , but last time I visited at a marriage of friend there. He said they stole some of his food while giving to the guests. He prepared more than enough but in the end more than half guest didn't eat well. So don't know what happened. But if u can keep an eye on them while they distribute to the guests then it will be a good place .. :p",neutral,,
Beautiful and big hall and most important biggest car parking... i really prefer this hall,neutral,,
"taste less food ??????
not recommend any type of function waste of mony and time and also izzat ka kubarra..",bad,,
Extremely dishonest people who will blatantly lie to you to get your business. They will go back on their word on the last minute. They will show you and promise you one thing and give you another. Do not trust them and dont do business with them. They are also extremely unprofessional and uncooperative and like nickeling and diming you for everything. I wish I could give them zero stars. This business must be closer down.,bad,,
